Date,Focal_uniqueID,Filename,Male,DOB,Rank,Group,Observer,Focal_time_begin,Focal_time_end,Focal_duration,Focal_behav_time_begin,UW_behav,Seasonality,Age
2022-07-25,2022-07-25_LV_YVA-2,2022-07-25_LV_YVA_Clean.xlsx,HG,2007-04-12,sub,LV,YVA,6:56:48,7:06:33,0:09:45,6:57:58,NA,10.69,15.3
2022-07-25,2022-07-25_LV_YVA-3,2022-07-25_LV_YVA_Clean.xlsx,SB,2014-12-02,sub,LV,YVA,7:43:49,7:53:50,0:10:01,7:46:28,NA,10.69,7.6
2022-07-25,2022-07-25_LV_YVA-3,2022-07-25_LV_YVA_Clean.xlsx,SB,2014-12-02,sub,LV,YVA,7:43:49,7:53:50,0:10:01,7:51:00,NA,10.69,7.6
2022-07-25,2022-07-25_LV_YVA-4,2022-07-25_LV_YVA_Clean.xlsx,HG,2007-04-12,sub,LV,YVA,8:09:23,8:19:23,0:10:00,8:13:31,NA,10.69,15.3
2022-07-25,2022-07-25_LV_YVA-5,2022-07-25_LV_YVA_Clean.xlsx,BY,2003-01-01,alpha,LV,YVA,8:30:35,8:40:51,0:10:16,NA,NA,10.69,19.6
2022-07-25,2022-07-25_LV_YVA-6,2022-07-25_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,8:50:40,9:01:20,0:10:40,8:57:30,NA,10.69,16.6
2022-07-25,2022-07-25_LV_YVA-6,2022-07-25_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,8:50:40,9:01:20,0:10:40,8:51:41,NA,10.69,16.6
2022-07-25,2022-07-25_LV_YVA-6,2022-07-25_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,8:50:40,9:01:20,0:10:40,8:57:57,NA,10.69,16.6
2022-07-25,2022-07-25_LV_YVA-6,2022-07-25_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,8:50:40,9:01:20,0:10:40,8:55:52,NA,10.69,16.6
2022-07-25,2022-07-25_LV_YVA-6,2022-07-25_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,8:50:40,9:01:20,0:10:40,8:57:05,NA,10.69,16.6
2022-07-25,2022-07-25_LV_YVA-7,2022-07-25_LV_YVA_Clean.xlsx,SB,2014-12-02,sub,LV,YVA,9:34:57,9:44:57,0:10:00,NA,NA,10.69,7.6
2022-07-25,2022-07-25_LV_YVA-8,2022-07-25_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,9:58:22,10:08:30,0:10:08,NA,NA,10.69,16.6
2022-07-25,2022-07-25_LV_YVA-9,2022-07-25_LV_YVA_Clean.xlsx,BY,2003-01-01,alpha,LV,YVA,10:30:51,10:36:19,0:05:28,NA,NA,10.69,19.6
2022-07-26,2022-07-26_LV_DSS-2,2022-07-26_LV_DSS_Clean.xlsx,PW,2006-01-01,sub,LV,DSS,8:43:33,8:53:38,0:10:05,8:51:25,NA,10.47,16.6
2022-07-26,2022-07-26_LV_DSS-2,2022-07-26_LV_DSS_Clean.xlsx,PW,2006-01-01,sub,LV,DSS,8:43:33,8:53:38,0:10:05,8:45:22,NA,10.47,16.6
2022-07-26,2022-07-26_LV_DSS-3,2022-07-26_LV_DSS_Clean.xlsx,BY,2003-01-01,alpha,LV,DSS,9:05:08,9:15:14,0:10:06,NA,NA,10.47,19.6
2022-07-26,2022-07-26_LV_DSS-4,2022-07-26_LV_DSS_Clean.xlsx,SB,2014-12-02,sub,LV,DSS,9:25:44,9:35:53,0:10:09,9:29:25,NA,10.47,7.6
2022-07-26,2022-07-26_LV_DSS-4,2022-07-26_LV_DSS_Clean.xlsx,SB,2014-12-02,sub,LV,DSS,9:25:44,9:35:53,0:10:09,9:32:00,NA,10.47,7.6
2022-07-26,2022-07-26_LV_DSS-5,2022-07-26_LV_DSS_Clean.xlsx,HG,2007-04-12,sub,LV,DSS,10:12:38,10:22:46,0:10:08,NA,NA,10.47,15.3
2022-07-26,2022-07-26_LV_DSS-6,2022-07-26_LV_DSS_Clean.xlsx,HG,2007-04-12,sub,LV,DSS,10:32:20,10:42:32,0:10:12,10:40:39,NA,10.47,15.3
2022-07-26,2022-07-26_LV_DSS-7,2022-07-26_LV_DSS_Clean.xlsx,PW,2006-01-01,sub,LV,DSS,10:52:31,11:02:39,0:10:08,11:01:09,NA,10.47,16.6
2022-07-26,2022-07-26_LV_DSS-7,2022-07-26_LV_DSS_Clean.xlsx,PW,2006-01-01,sub,LV,DSS,10:52:31,11:02:39,0:10:08,10:55:49,NA,10.47,16.6
2022-07-26,2022-07-26_LV_DSS-7,2022-07-26_LV_DSS_Clean.xlsx,PW,2006-01-01,sub,LV,DSS,10:52:31,11:02:39,0:10:08,10:56:18,NA,10.47,16.6
2022-07-26,2022-07-26_LV_DSS-8,2022-07-26_LV_DSS_Clean.xlsx,SB,2014-12-02,sub,LV,DSS,11:12:18,11:22:59,0:10:41,11:20:57,NA,10.47,7.6
2022-07-26,2022-07-26_LV_DSS-8,2022-07-26_LV_DSS_Clean.xlsx,SB,2014-12-02,sub,LV,DSS,11:12:18,11:22:59,0:10:41,11:22:02,NA,10.47,7.6
2022-07-26,2022-07-26_LV_DSS-8,2022-07-26_LV_DSS_Clean.xlsx,SB,2014-12-02,sub,LV,DSS,11:12:18,11:22:59,0:10:41,11:15:23,NA,10.47,7.6
2022-07-26,2022-07-26_LV_DSS-9,2022-07-26_LV_DSS_Clean.xlsx,BY,2003-01-01,alpha,LV,DSS,11:32:33,11:42:42,0:10:09,NA,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-1,2022-07-26_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,12:11:28,12:21:22,0:09:54,12:16:51,NA,10.47,15.3
2022-07-26,2022-07-26_LV_MAG-1,2022-07-26_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,12:11:28,12:21:22,0:09:54,12:18:08,NA,10.47,15.3
2022-07-26,2022-07-26_LV_MAG-1,2022-07-26_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,12:11:28,12:21:22,0:09:54,12:17:26,NA,10.47,15.3
2022-07-26,2022-07-26_LV_MAG-1,2022-07-26_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,12:11:28,12:21:22,0:09:54,12:18:18,NA,10.47,15.3
2022-07-26,2022-07-26_LV_MAG-2,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,12:34:53,12:45:05,0:10:12,12:44:58,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-3,2022-07-26_LV_MAG_Clean.xlsx,PW,2006-01-01,sub,LV,MAG,13:07:08,13:17:12,0:10:04,NA,NA,10.47,16.6
2022-07-26,2022-07-26_LV_MAG-4,2022-07-26_LV_MAG_Clean.xlsx,SB,2014-12-02,sub,LV,MAG,13:33:23,13:43:38,0:10:15,13:43:30,NA,10.47,7.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:06:06,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:02:41,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:04:10,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:09:21,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:08:21,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:08:05,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:06:44,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:07:24,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-5,2022-07-26_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,14:02:19,14:12:20,0:10:01,14:07:47,NA,10.47,19.6
2022-07-26,2022-07-26_LV_MAG-6,2022-07-26_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,14:21:18,14:32:16,0:10:58,14:31:16,NA,10.47,15.3
2022-07-26,2022-07-26_LV_MAG-7,2022-07-26_LV_MAG_Clean.xlsx,PW,2006-01-01,sub,LV,MAG,14:42:51,14:52:48,0:09:57,14:49:02,NA,10.47,16.6
2022-07-26,2022-07-26_LV_MAG-7,2022-07-26_LV_MAG_Clean.xlsx,PW,2006-01-01,sub,LV,MAG,14:42:51,14:52:48,0:09:57,14:47:35,NA,10.47,16.6
2022-07-26,2022-07-26_LV_MAG-8,2022-07-26_LV_MAG_Clean.xlsx,SB,2014-12-02,sub,LV,MAG,15:07:44,15:17:58,0:10:14,15:16:19,NA,10.47,7.6
2022-07-26,2022-07-26_LV_YVA-1,2022-07-26_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,12:46:00,12:56:00,0:10:00,12:53:00,NA,10.47,16.6
2022-07-26,2022-07-26_LV_YVA-2,2022-07-26_LV_YVA_Clean.xlsx,SB,2014-12-02,sub,LV,YVA,13:12:00,13:22:00,0:10:00,13:19:00,NA,10.47,7.6
2022-07-26,2022-07-26_LV_YVA-3,2022-07-26_LV_YVA_Clean.xlsx,BY,2003-01-01,alpha,LV,YVA,13:32:00,13:42:00,0:10:00,NA,NA,10.47,19.6
2022-07-26,2022-07-26_LV_YVA-4,2022-07-26_LV_YVA_Clean.xlsx,HG,2007-04-12,sub,LV,YVA,13:52:00,14:02:00,0:10:00,13:52:00,NA,10.47,15.3
2022-07-26,2022-07-26_LV_YVA-4,2022-07-26_LV_YVA_Clean.xlsx,HG,2007-04-12,sub,LV,YVA,13:52:00,14:02:00,0:10:00,13:53:00,NA,10.47,15.3
2022-07-26,2022-07-26_LV_YVA-4,2022-07-26_LV_YVA_Clean.xlsx,HG,2007-04-12,sub,LV,YVA,13:52:00,14:02:00,0:10:00,13:55:00,NA,10.47,15.3
2022-07-26,2022-07-26_LV_YVA-5,2022-07-26_LV_YVA_Clean.xlsx,PW,2006-01-01,sub,LV,YVA,14:13:00,14:23:00,0:10:00,NA,NA,10.47,16.6
2022-07-26,2022-07-26_LV_YVA-6,2022-07-26_LV_YVA_Clean.xlsx,SB,2014-12-02,sub,LV,YVA,14:42:00,14:52:00,0:10:00,NA,NA,10.47,7.6
2022-07-29,2022-07-29_GN_DSS-1,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,7:28:34,7:38:36,0:10:02,7:36:21,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-1,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,7:28:34,7:38:36,0:10:02,7:35:44,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-1,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,7:28:34,7:38:36,0:10:02,7:29:14,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-1,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,7:28:34,7:38:36,0:10:02,7:29:25,UW,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:49:17,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:55:22,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:49:32,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:55:51,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:57:59,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:56:35,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-2,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:48:32,7:58:52,0:10:20,7:58:01,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-3,2022-07-29_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,8:34:38,8:44:45,0:10:07,NA,NA,11.73,9.8
2022-07-29,2022-07-29_GN_DSS-4,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,8:54:57,9:05:05,0:10:08,8:59:41,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-4,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,8:54:57,9:05:05,0:10:08,9:03:44,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-4,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,8:54:57,9:05:05,0:10:08,9:01:14,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-4,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,8:54:57,9:05:05,0:10:08,9:00:26,NA,11.73,13.6
2022-07-29,2022-07-29_GN_DSS-5,2022-07-29_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,9:19:55,9:30:02,0:10:07,9:23:53,NA,11.73,9.8
2022-07-29,2022-07-29_GN_DSS-5,2022-07-29_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,9:19:55,9:30:02,0:10:07,9:24:59,NA,11.73,9.8
2022-07-29,2022-07-29_GN_DSS-6,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,9:40:10,9:50:15,0:10:05,9:43:45,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-6,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,9:40:10,9:50:15,0:10:05,9:42:21,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-6,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,9:40:10,9:50:15,0:10:05,9:43:05,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-7,2022-07-29_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,10:01:15,10:11:20,0:10:05,NA,NA,11.73,9.8
2022-07-29,2022-07-29_GN_DSS-8,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,10:28:16,10:38:22,0:10:06,10:32:24,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-8,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,10:28:16,10:38:22,0:10:06,10:35:38,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-8,2022-07-29_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,10:28:16,10:38:22,0:10:06,10:37:06,NA,11.73,14.6
2022-07-29,2022-07-29_GN_DSS-9,2022-07-29_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,10:58:24,11:08:33,0:10:09,11:04:29,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-1,2022-07-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,7:10:06,7:20:14,0:10:08,7:16:30,NA,11.73,14.6
2022-07-29,2022-07-29_GN_SRM-1,2022-07-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,7:10:06,7:20:14,0:10:08,7:15:23,NA,11.73,14.6
2022-07-29,2022-07-29_GN_SRM-1,2022-07-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,7:10:06,7:20:14,0:10:08,7:18:21,NA,11.73,14.6
2022-07-29,2022-07-29_GN_SRM-2,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,7:47:58,7:58:13,0:10:15,7:57:36,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-2,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,7:47:58,7:58:13,0:10:15,7:52:55,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-2,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,7:47:58,7:58:13,0:10:15,7:48:01,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-3,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:13:42,8:24:01,0:10:19,NA,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-4,2022-07-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,8:37:46,8:47:58,0:10:12,NA,NA,11.73,14.6
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:01:23,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:01:05,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:02:44,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:02:06,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:01:38,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:00:30,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-5,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,8:58:24,9:08:34,0:10:10,9:04:07,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-6,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,9:19:43,9:29:42,0:09:59,9:24:37,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-6,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,9:19:43,9:29:42,0:09:59,9:25:27,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-6,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,9:19:43,9:29:42,0:09:59,9:28:22,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-7,2022-07-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,9:40:29,9:50:38,0:10:09,9:42:14,NA,11.73,9.8
2022-07-29,2022-07-29_GN_SRM-8,2022-07-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,10:01:19,10:11:22,0:10:03,10:04:05,NA,11.73,14.6
2022-07-29,2022-07-29_GN_SRM-9,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,10:36:10,10:46:21,0:10:11,10:37:03,NA,11.73,13.6
2022-07-29,2022-07-29_GN_SRM-9,2022-07-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,10:36:10,10:46:21,0:10:11,10:36:19,NA,11.73,13.6
2022-08-01,2022-08-01_GN_DSS-1,2022-08-01_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,12:32:02,12:42:22,0:10:20,12:34:42,NA,11.03,13.6
2022-08-01,2022-08-01_GN_DSS-1,2022-08-01_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,12:32:02,12:42:22,0:10:20,12:34:23,NA,11.03,13.6
2022-08-01,2022-08-01_GN_DSS-2,2022-08-01_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,12:52:53,13:03:09,0:10:16,12:56:22,NA,11.03,14.6
2022-08-01,2022-08-01_GN_DSS-2,2022-08-01_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,12:52:53,13:03:09,0:10:16,12:57:35,NA,11.03,14.6
2022-08-01,2022-08-01_GN_DSS-2,2022-08-01_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,12:52:53,13:03:09,0:10:16,12:58:01,NA,11.03,14.6
2022-08-01,2022-08-01_GN_DSS-3,2022-08-01_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,14:28:42,14:38:53,0:10:11,14:31:00,NA,11.03,9.8
2022-08-01,2022-08-01_GN_DSS-5,2022-08-01_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,15:43:17,15:53:22,0:10:05,15:48:54,NA,11.03,14.6
2022-08-01,2022-08-01_GN_DSS-5,2022-08-01_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,15:43:17,15:53:22,0:10:05,15:49:27,NA,11.03,14.6
2022-08-01,2022-08-01_GN_DSS-5,2022-08-01_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,15:43:17,15:53:22,0:10:05,15:48:35,NA,11.03,14.6
2022-08-01,2022-08-01_GN_DSS-6,2022-08-01_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,16:04:52,16:15:03,0:10:11,NA,NA,11.03,13.6
2022-08-01,2022-08-01_GN_DSS-7,2022-08-01_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,17:38:25,17:48:44,0:10:19,17:45:05,NA,11.03,9.8
2022-08-01,2022-08-01_GN_DSS-7,2022-08-01_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,17:38:25,17:48:44,0:10:19,17:45:45,NA,11.03,9.8
2022-08-02,2022-08-02_GN_DSS-1,2022-08-02_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,6:44:37,6:53:52,0:09:15,NA,NA,5.24,14.6
2022-08-02,2022-08-02_GN_DSS-2,2022-08-02_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,7:14:03,7:24:09,0:10:06,7:20:58,NA,5.24,13.6
2022-08-02,2022-08-02_GN_DSS-3,2022-08-02_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,7:36:27,7:46:35,0:10:08,7:38:33,NA,5.24,14.6
2022-08-02,2022-08-02_GN_DSS-5,2022-08-02_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,8:31:59,8:42:13,0:10:14,8:32:28,NA,5.24,9.8
2022-08-02,2022-08-02_GN_DSS-6,2022-08-02_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,9:12:56,9:23:04,0:10:08,9:15:59,NA,5.24,14.6
2022-08-02,2022-08-02_GN_DSS-6,2022-08-02_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,9:12:56,9:23:04,0:10:08,9:14:04,NA,5.24,14.6
2022-08-02,2022-08-02_GN_DSS-6,2022-08-02_GN_DSS_Clean.xlsx,DD,2008-01-01,alpha,GN,DSS,9:12:56,9:23:04,0:10:08,9:20:19,NA,5.24,14.6
2022-08-02,2022-08-02_GN_DSS-7,2022-08-02_GN_DSS_Clean.xlsx,TD,2012-10-23,sub,GN,DSS,10:10:20,10:20:26,0:10:06,NA,NA,5.24,9.8
2022-08-02,2022-08-02_GN_DSS-8,2022-08-02_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,10:50:46,11:00:53,0:10:07,10:52:40,NA,5.24,13.6
2022-08-02,2022-08-02_GN_DSS-8,2022-08-02_GN_DSS_Clean.xlsx,EC,2009-01-01,sub,GN,DSS,10:50:46,11:00:53,0:10:07,10:53:30,NA,5.24,13.6
2022-08-02,2022-08-02_GN_YVA-1,2022-08-02_GN_YVA_Clean.xlsx,DD,2008-01-01,alpha,GN,YVA,12:14:49,12:25:15,0:10:26,12:18:22,NA,5.24,14.6
2022-08-02,2022-08-02_GN_YVA-1,2022-08-02_GN_YVA_Clean.xlsx,DD,2008-01-01,alpha,GN,YVA,12:14:49,12:25:15,0:10:26,12:20:31,NA,5.24,14.6
2022-08-02,2022-08-02_GN_YVA-1,2022-08-02_GN_YVA_Clean.xlsx,DD,2008-01-01,alpha,GN,YVA,12:14:49,12:25:15,0:10:26,12:23:26,NA,5.24,14.6
2022-08-02,2022-08-02_GN_YVA-1,2022-08-02_GN_YVA_Clean.xlsx,DD,2008-01-01,alpha,GN,YVA,12:14:49,12:25:15,0:10:26,12:18:54,NA,5.24,14.6
2022-08-02,2022-08-02_GN_YVA-2,2022-08-02_GN_YVA_Clean.xlsx,EC,2009-01-01,sub,GN,YVA,12:38:34,12:48:43,0:10:09,NA,NA,5.24,13.6
2022-08-02,2022-08-02_GN_YVA-3,2022-08-02_GN_YVA_Clean.xlsx,TD,2012-10-23,sub,GN,YVA,13:05:23,13:15:31,0:10:08,NA,NA,5.24,9.8
2022-08-02,2022-08-02_GN_YVA-4,2022-08-02_GN_YVA_Clean.xlsx,EC,2009-01-01,sub,GN,YVA,13:33:37,13:43:46,0:10:09,13:34:47,NA,5.24,13.6
2022-08-02,2022-08-02_GN_YVA-4,2022-08-02_GN_YVA_Clean.xlsx,EC,2009-01-01,sub,GN,YVA,13:33:37,13:43:46,0:10:09,13:34:05,NA,5.24,13.6
2022-08-02,2022-08-02_GN_YVA-5,2022-08-02_GN_YVA_Clean.xlsx,DD,2008-01-01,alpha,GN,YVA,14:28:21,14:38:31,0:10:10,14:35:10,NA,5.24,14.6
2022-08-02,2022-08-02_GN_YVA-5,2022-08-02_GN_YVA_Clean.xlsx,DD,2008-01-01,alpha,GN,YVA,14:28:21,14:38:31,0:10:10,14:38:14,NA,5.24,14.6
2022-08-02,2022-08-02_GN_YVA-6,2022-08-02_GN_YVA_Clean.xlsx,TD,2012-10-23,sub,GN,YVA,15:08:03,15:18:14,0:10:11,15:13:15,NA,5.24,9.8
2022-08-02,2022-08-02_GN_YVA-6,2022-08-02_GN_YVA_Clean.xlsx,TD,2012-10-23,sub,GN,YVA,15:08:03,15:18:14,0:10:11,15:16:49,NA,5.24,9.8
