Filename,Compound,Date_collec,Time_collec,Res,Date_run,Batch,Catch,UW,Indiv,Rank,Group,DOB,Age,Temp,Uvol,SPG1,SPG2,meanSPG,DayRain,AveRain,z.Age,z.Uvol,z.SPG,z.Temp,z.DayRain,z.AveRain,RT,Area,Ncomp
20220718_40,N095.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.262,2635,133
20220718_40,S137.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,20.561,1623,133
20220718_40,M044.P07.2,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,4.76,23815,133
20220718_40,T120.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,26.887,0,133
20220718_40,T129.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,30.79,4216,133
20220718_40,S114.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.753,4841,133
20220718_40,R139.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,14.817,7943,133
20220718_40,N057.P11,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,8.943,3803,133
20220718_40,S084.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,16.213,7688,133
20220718_40,Q122.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,10.412,1427,133
20220718_40,M043.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.077,85734,133
20220718_40,T138.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,28.216,0,133
20220718_40,N058.P10,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.203,15730,133
20220718_40,M043.P07,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,4.034,165326,133
20220718_40,M044.P01.2,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.043,12231,133
20220718_40,M045.P07,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,4.376,1029402,133
20220718_40,S047.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.107,0,133
20220718_40,Q131.P01.2,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,11.055,5799,133
20220718_40,R128.P08,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,13.956,30585,133
20220718_40,R056.P05,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,15.049,11017,133
20220718_40,S061.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.028,0,133
20220718_40,Q054.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.439,2729,133
20220718_40,S138.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.204,7343,133
20220718_40,S401.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,18.844,0,133
20220718_40,T290.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,34.849,0,133
20220718_40,R064.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,12.627,18134,133
20220718_40,R119.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,15.125,110978,133
20220718_40,N109.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,8.75,0,133
20220718_40,S133.P11.2,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,18.481,8444,133
20220718_40,T119.P06,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,31.216,7139,133
20220718_40,M044.P04,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.446,41842,133
20220718_40,T260.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,34.572,13109,133
20220718_40,S133.P09,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.93,9374,133
20220718_40,T226.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,31.589,16800,133
20220718_40,Q057.P08,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,10.355,36397,133
20220718_40,T105.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,25.156,3083,133
20220718_40,M043.P09,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,4.034,165326,133
20220718_40,M041.P08,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.601,335617,133
20220718_40,Q083.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.913,3105,133
20220718_40,T208.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,25.17,5262,133
20220718_40,S117.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,15.746,11694,133
20220718_40,T055.P04,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,24.619,10172,133
20220718_40,M069.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,4.376,232825,133
20220718_40,N043.P04,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,6.106,11475,133
20220718_40,S073.P10,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,19.888,8862,133
20220718_40,S147.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,19.267,9107,133
20220718_40,T205.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,21.347,83759,133
20220718_40,M042.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.301,13789,133
20220718_40,S174.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,20.109,0,133
20220718_40,N083.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,8.5,1630,133
20220718_40,N043.P17,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.177,9330,133
20220718_40,N059.P04.3,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,7.528,6421,133
20220718_40,T129.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,37.397,1044,133
20220718_40,Q281.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,10.628,4546,133
20220718_40,S046.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.058,1460,133
20220718_40,Q207.P05,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,12.453,10222,133
20220718_40,S207.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,16.472,4834,133
20220718_40,M072.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.569,12896,133
20220718_40,N074.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,7.407,8319,133
20220718_40,N108.P04,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.228,3418,133
20220718_40,T107.P04,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,33.204,0,133
20220718_40,R136.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,15.457,2704,133
20220718_40,N094.P04,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.28,38803,133
20220718_40,T246.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,33.205,41971,133
20220718_40,R144.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,14.438,46215,133
20220718_40,N042.P08,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,7.201,132702,133
20220718_40,N085.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,7.85,2196,133
20220718_40,N057.P08,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,8.084,3838,133
20220718_40,M109.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,5.65,0,133
20220718_40,Q057.P09,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,10.693,13425,133
20220718_40,N058.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,5.724,49276,133
20220718_40,S150.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,17.027,49454,133
20220718_40,Q146.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,9.725,0,133
20220718_40,N057.P02.2,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,6.25,4541,133
20220718_40,M077.P01.7,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,4.664,1505,133
20220718_40,M086.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,3.323,3023,133
20220718_40,S072.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,16.56,0,133
20220718_40,Q042.P06,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,10.912,15446,133
20220718_40,N058.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,5.724,49276,133
20220718_40,T281.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,31.035,2633,133
20220718_40,Q115.P02,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,11.859,955937,133
20220718_40,N103.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,6.993,16251,133
20220718_40,N045.P05.2,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,8.037,2874,133
20220718_40,S177.P01,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,20.375,3130,133
20220718_40,N041.P03,2022-03-08,7:08,SRM,20220718,Batch02,DC,YES,HG,Subord,LV,2007-04-12,14.9,25.5,0.25,1.034,1.034,1.0339,0,0,0.267070256,-0.035576956,0.873230576,-0.925690484,-0.376318229,-0.773329462,6.193,8965,133
20220718_41,T119.P04,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,28.637,2549,123
20220718_41,R135.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,15.437,4748,123
20220718_41,S207.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,16.487,6347,123
20220718_41,Q115.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,11.856,778814,123
20220718_41,M045.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,3.311,8976,123
20220718_41,M041.P10,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,4.858,65839,123
20220718_41,S133.P06,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,17.624,35507,123
20220718_41,R085.P03,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,14.914,7116,123
20220718_41,S205.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,19.9,1266,123
20220718_41,R064.P01,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,12.633,10536,123
20220718_41,S150.P01,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,17.026,127657,123
20220718_41,N223.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,7.959,7031,123
20220718_41,T055.P04,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,24.617,5921,123
20220718_41,R097.P02,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,15.55,1086,123
20220718_41,R128.P05,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,14.45,11091,123
20220718_41,N058.P03,2022-01-15,10:55,MAG,20220718,Batch02,DC,YES,LO,Subord,RM,2011-01-01,11,32.3,4,1.033,1.033,1.0329,0,0.03,-0.572422351,9.351338107,0.799921236,1.20773175,-0.376318229,-0.767100783,6.263,26257,123
