Beh_focalname,Beh_type,Behav,Group,Rank,Indiv,DOB,Date,Beh_filename,WetDry,Date_time_begin,Date_time_end,Duration,Dur_min_corrected,Year,Time,DayRain,AveRain,MaxTemp,MinTemp,MeanTemp,z.AveRain,z.MeanTemp,z.DayRain,Age,z.Age
2022-09-07_LV_YVA_Clean.xlsx.4,NA,NA,LV,Subord,PW,2006-01-01,2022-09-07,2022-09-07_LV_YVA_Clean.xlsx,WET,2022-09-07T08:52:17Z,2022-09-07T09:02:27Z,0:10:10,10.17,2022,8:52:17,0,9.36,29.3,24.5,26.9,1.092073062,-0.192223189,-0.366266492,16.7,1.010378896
2022-09-07_LV_YVA_Clean.xlsx.5,NA,NA,LV,Alpha,BY,2003-01-01,2022-09-07,2022-09-07_LV_YVA_Clean.xlsx,WET,2022-09-07T09:23:16Z,2022-09-07T09:33:25Z,0:10:09,10.15,2022,9:23:16,0,9.36,29.3,24.5,26.9,1.092073062,-0.192223189,-0.366266492,19.7,1.810080055
2022-09-07_LV_YVA_Clean.xlsx.6,NA,NA,LV,Subord,SB,2014-12-02,2022-09-07,2022-09-07_LV_YVA_Clean.xlsx,WET,2022-09-07T09:42:15Z,2022-09-07T09:52:26Z,0:10:11,10.18,2022,9:42:15,0,9.36,29.3,24.5,26.9,1.092073062,-0.192223189,-0.366266492,7.8,-1.362067873
2022-09-07_LV_YVA_Clean.xlsx.7,NA,NA,LV,Subord,PW,2006-01-01,2022-09-07,2022-09-07_LV_YVA_Clean.xlsx,WET,2022-09-07T10:04:00Z,2022-09-07T10:14:11Z,0:10:11,10.18,2022,10:04:00,0,9.36,29.3,24.5,26.9,1.092073062,-0.192223189,-0.366266492,16.7,1.010378896
2022-09-07_LV_YVA_Clean.xlsx.8,NA,NA,LV,Subord,HG,2007-04-12,2022-09-07,2022-09-07_LV_YVA_Clean.xlsx,WET,2022-09-07T10:24:52Z,2022-09-07T10:35:02Z,0:10:10,10.17,2022,10:24:52,0,9.36,29.3,24.5,26.9,1.092073062,-0.192223189,-0.366266492,15.4,0.663841728
2022-09-08_RM_SRM_Clean.xlsx.1,NA,NA,RM,Subord,FI,2014-08-25,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T07:36:07Z,2022-09-08T07:46:45Z,0:10:38,10.63,2022,7:36:07,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,8,-1.308754463
2022-09-08_RM_SRM_Clean.xlsx.2,NA,NA,RM,Subord,HE,2014-04-28,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T08:02:31Z,2022-09-08T08:12:33Z,0:10:02,10.03,2022,8:02:31,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,8.4,-1.202127642
2022-09-08_RM_SRM_Clean.xlsx.3,NA,NA,RM,Alpha,KO,2009-01-01,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T08:33:57Z,2022-09-08T08:44:23Z,0:10:26,10.43,2022,8:33:57,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,13.7,0.210677738
2022-09-08_RM_SRM_Clean.xlsx.4,B,UW,RM,Subord,LO,2011-01-01,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T09:01:30Z,2022-09-08T09:11:19Z,0:09:49,9.82,2022,9:01:30,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,11.7,-0.322456367
2022-09-08_RM_SRM_Clean.xlsx.5,B,UW,RM,Subord,CZ,2006-01-01,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T09:37:52Z,2022-09-08T09:47:52Z,0:10:00,10,2022,9:37:52,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,16.7,1.010378896
2022-09-08_RM_SRM_Clean.xlsx.6,NA,NA,RM,Subord,LE,1994-05-01,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T10:15:07Z,2022-09-08T10:25:09Z,0:10:02,10.03,2022,10:15:07,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,28.4,4.129213414
2022-09-08_RM_SRM_Clean.xlsx.7,NA,NA,RM,Subord,FG,2009-02-18,2022-09-08,2022-09-08_RM_SRM_Clean.xlsx,WET,2022-09-08T10:55:26Z,2022-09-08T11:05:20Z,0:09:54,9.9,2022,10:55:26,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,13.6,0.184021033
2022-09-08_RM_YVA_Clean.xlsx.1,NA,NA,RM,Alpha,KO,2009-01-01,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T07:28:41Z,2022-09-08T07:38:46Z,0:10:05,10.08,2022,7:28:41,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,13.7,0.210677738
2022-09-08_RM_YVA_Clean.xlsx.2,NA,NA,RM,Subord,CZ,2006-01-01,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T07:54:52Z,2022-09-08T08:05:06Z,0:10:14,10.23,2022,7:54:52,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,16.7,1.010378896
2022-09-08_RM_YVA_Clean.xlsx.3,NA,NA,RM,Subord,FI,2014-08-25,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T08:28:51Z,2022-09-08T08:38:59Z,0:10:08,10.13,2022,8:28:51,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,8,-1.308754463
2022-09-08_RM_YVA_Clean.xlsx.4,NA,NA,RM,Subord,HE,2014-04-28,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T08:49:05Z,2022-09-08T08:59:14Z,0:10:09,10.15,2022,8:49:05,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,8.4,-1.202127642
2022-09-08_RM_YVA_Clean.xlsx.5,B,UW,RM,Subord,LE,1994-05-01,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T09:24:26Z,2022-09-08T09:30:03Z,0:05:37,5.62,2022,9:24:26,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,28.4,4.129213414
2022-09-08_RM_YVA_Clean.xlsx.6,NA,NA,RM,Subord,LE,1994-05-01,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T09:31:50Z,2022-09-08T09:42:02Z,0:10:12,10.2,2022,9:31:50,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,28.4,4.129213414
2022-09-08_RM_YVA_Clean.xlsx.7,NA,NA,RM,Subord,LE,1994-05-01,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T09:51:51Z,2022-09-08T10:02:03Z,0:10:12,10.2,2022,9:51:51,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,28.4,4.129213414
2022-09-08_RM_YVA_Clean.xlsx.8,NA,NA,RM,Subord,FG,2009-02-18,2022-09-08,2022-09-08_RM_YVA_Clean.xlsx,WET,2022-09-08T10:36:26Z,2022-09-08T10:46:33Z,0:10:07,10.12,2022,10:36:26,12.6,9.23,28.1,24.5,26.3,1.065453562,-0.520603915,1.072462841,13.6,0.184021033
2022-09-12_BC_RSB_Clean.xlsx.1,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_RSB_Clean.xlsx,WET,2022-09-12T08:38:40Z,2022-09-12T08:48:29Z,0:09:49,9.82,2022,8:38:40,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-12_BC_WTA_Clean.xlsx.1,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_WTA_Clean.xlsx,WET,2022-09-12T08:59:02Z,2022-09-12T09:08:55Z,0:09:53,9.88,2022,8:59:02,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-12_BC_YVA_Clean.xlsx.1,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_YVA_Clean.xlsx,WET,2022-09-12T06:47:29Z,2022-09-12T06:57:47Z,0:10:18,10.3,2022,6:47:29,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-12_BC_YVA_Clean.xlsx.2,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_YVA_Clean.xlsx,WET,2022-09-12T07:08:28Z,2022-09-12T07:18:36Z,0:10:08,10.13,2022,7:08:28,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-12_BC_YVA_Clean.xlsx.3,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_YVA_Clean.xlsx,WET,2022-09-12T07:30:08Z,2022-09-12T07:40:17Z,0:10:09,10.15,2022,7:30:08,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-12_BC_YVA_Clean.xlsx.4,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_YVA_Clean.xlsx,WET,2022-09-12T07:57:20Z,2022-09-12T08:07:31Z,0:10:11,10.18,2022,7:57:20,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-12_BC_YVA_Clean.xlsx.5,NA,NA,BC,Alpha,ES,2013-03-15,2022-09-12,2022-09-12_BC_YVA_Clean.xlsx,WET,2022-09-12T08:18:06Z,2022-09-12T08:28:13Z,0:10:07,10.12,2022,8:18:06,1.6,11.86,27.3,23.3,25.3,1.603986526,-1.067905124,-0.183570704,9.5,-0.908903884
2022-09-14_AD_SRM_Clean.xlsx.1,B,UW,AD,Subord,CG,2011-05-24,2022-09-14,2022-09-14_AD_SRM_Clean.xlsx,WET,2022-09-14T06:40:27Z,2022-09-14T06:50:20Z,0:09:53,9.88,2022,6:40:27,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,11.3,-0.429083189
2022-09-14_AD_SRM_Clean.xlsx.2,NA,NA,AD,Alpha,BD,2010-08-20,2022-09-14,2022-09-14_AD_SRM_Clean.xlsx,WET,2022-09-14T07:01:05Z,2022-09-14T07:11:07Z,0:10:02,10.03,2022,7:01:05,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,12.1,-0.215829546
2022-09-14_AD_SRM_Clean.xlsx.3,NA,NA,AD,Subord,WE,2013-11-01,2022-09-14,2022-09-14_AD_SRM_Clean.xlsx,WET,2022-09-14T07:23:03Z,2022-09-14T07:33:06Z,0:10:03,10.05,2022,7:23:03,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,8.9,-1.068844115
2022-09-14_AD_SRM_Clean.xlsx.4,NA,NA,AD,Subord,KN,2009-01-01,2022-09-14,2022-09-14_AD_SRM_Clean.xlsx,WET,2022-09-14T09:17:04Z,2022-09-14T09:27:04Z,0:10:00,10,2022,9:17:04,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,13.7,0.210677738
2022-09-14_AD_YVA_Clean.xlsx.1,NA,NA,AD,Subord,KN,2009-01-01,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T06:29:34Z,2022-09-14T06:39:56Z,0:10:22,10.37,2022,6:29:34,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,13.7,0.210677738
2022-09-14_AD_YVA_Clean.xlsx.2,NA,NA,AD,Subord,CG,2011-05-24,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T07:10:37Z,2022-09-14T07:20:46Z,0:10:09,10.15,2022,7:10:37,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,11.3,-0.429083189
2022-09-14_AD_YVA_Clean.xlsx.3,NA,NA,AD,Subord,WE,2013-11-01,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T07:46:36Z,2022-09-14T07:56:46Z,0:10:10,10.17,2022,7:46:36,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,8.9,-1.068844115
2022-09-14_AD_YVA_Clean.xlsx.4,NA,NA,AD,Alpha,BD,2010-08-20,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T08:26:48Z,2022-09-14T08:36:56Z,0:10:08,10.13,2022,8:26:48,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,12.1,-0.215829546
2022-09-14_AD_YVA_Clean.xlsx.5,NA,NA,AD,Subord,CG,2011-05-24,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T08:55:27Z,2022-09-14T09:05:37Z,0:10:10,10.17,2022,8:55:27,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,11.3,-0.429083189
2022-09-14_AD_YVA_Clean.xlsx.6,NA,NA,AD,Alpha,BD,2010-08-20,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T09:15:36Z,2022-09-14T09:26:08Z,0:10:32,10.53,2022,9:15:36,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,12.1,-0.215829546
2022-09-14_AD_YVA_Clean.xlsx.7,NA,NA,AD,Subord,WE,2013-11-01,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T09:36:16Z,2022-09-14T09:46:27Z,0:10:11,10.18,2022,9:36:16,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,8.9,-1.068844115
2022-09-14_AD_YVA_Clean.xlsx.8,NA,NA,AD,Subord,KN,2009-01-01,2022-09-14,2022-09-14_AD_YVA_Clean.xlsx,WET,2022-09-14T09:57:43Z,2022-09-14T10:07:58Z,0:10:15,10.25,2022,9:57:43,2.8,12.52,27.2,22.9,25.05,1.739131681,-1.204730426,-0.046548863,13.7,0.210677738
2022-09-15_LV_SRM_Clean.xlsx.1,NA,NA,LV,Subord,SB,2014-12-02,2022-09-15,2022-09-15_LV_SRM_Clean.xlsx,WET,2022-09-15T06:55:53Z,2022-09-15T07:05:51Z,0:09:58,9.97,2022,6:55:53,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,7.8,-1.362067873
2022-09-15_LV_SRM_Clean.xlsx.2,NA,NA,LV,Alpha,BY,2003-01-01,2022-09-15,2022-09-15_LV_SRM_Clean.xlsx,WET,2022-09-15T07:40:28Z,2022-09-15T07:50:28Z,0:10:00,10,2022,7:40:28,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,19.7,1.810080055
2022-09-15_LV_SRM_Clean.xlsx.3,NA,NA,LV,Subord,HG,2007-04-12,2022-09-15,2022-09-15_LV_SRM_Clean.xlsx,WET,2022-09-15T09:12:47Z,2022-09-15T09:22:45Z,0:09:58,9.97,2022,9:12:47,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,15.4,0.663841728
2022-09-15_LV_SRM_Clean.xlsx.4,NA,NA,LV,Subord,PW,2006-01-01,2022-09-15,2022-09-15_LV_SRM_Clean.xlsx,WET,2022-09-15T09:33:16Z,2022-09-15T09:43:21Z,0:10:05,10.08,2022,9:33:16,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,16.7,1.010378896
2022-09-15_LV_YVA_Clean.xlsx.1,NA,NA,LV,Subord,HG,2007-04-12,2022-09-15,2022-09-15_LV_YVA_Clean.xlsx,WET,2022-09-15T06:56:40Z,2022-09-15T07:06:56Z,0:10:16,10.27,2022,6:56:40,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,15.4,0.663841728
2022-09-15_LV_YVA_Clean.xlsx.2,NA,NA,LV,Alpha,BY,2003-01-01,2022-09-15,2022-09-15_LV_YVA_Clean.xlsx,WET,2022-09-15T07:16:28Z,2022-09-15T07:22:46Z,0:06:18,6.3,2022,7:16:28,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,19.7,1.810080055
2022-09-15_LV_YVA_Clean.xlsx.3,NA,NA,LV,Subord,PW,2006-01-01,2022-09-15,2022-09-15_LV_YVA_Clean.xlsx,WET,2022-09-15T09:04:14Z,2022-09-15T09:14:47Z,0:10:33,10.55,2022,9:04:14,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,16.7,1.010378896
2022-09-15_LV_YVA_Clean.xlsx.4,NA,NA,LV,Subord,SB,2014-12-02,2022-09-15,2022-09-15_LV_YVA_Clean.xlsx,WET,2022-09-15T09:33:05Z,2022-09-15T09:43:18Z,0:10:13,10.22,2022,9:33:05,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,7.8,-1.362067873
2022-09-15_LV_YVA_Clean.xlsx.5,NA,NA,LV,Subord,HG,2007-04-12,2022-09-15,2022-09-15_LV_YVA_Clean.xlsx,WET,2022-09-15T09:51:22Z,2022-09-15T10:01:12Z,0:09:50,9.83,2022,9:51:22,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,15.4,0.663841728
2022-09-15_LV_YVA_Clean.xlsx.6,NA,NA,LV,Subord,SB,2014-12-02,2022-09-15,2022-09-15_LV_YVA_Clean.xlsx,WET,2022-09-15T10:18:50Z,2022-09-15T10:29:01Z,0:10:11,10.18,2022,10:18:50,2,12.46,27.3,22.8,25.05,1.726845758,-1.204730426,-0.137896757,7.8,-1.362067873
2022-09-20_RM_MAG_Clean.xlsx.1,NA,NA,RM,Alpha,KO,2009-01-01,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T06:50:21Z,2022-09-20T07:00:26Z,0:10:05,10.08,2022,6:50:21,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,13.7,0.210677738
2022-09-20_RM_MAG_Clean.xlsx.2,NA,NA,RM,Subord,FI,2014-08-25,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T07:21:32Z,2022-09-20T07:31:47Z,0:10:15,10.25,2022,7:21:32,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.1,-1.282097757
2022-09-20_RM_MAG_Clean.xlsx.3,NA,NA,RM,Subord,LE,1994-05-01,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T09:08:41Z,2022-09-20T09:18:46Z,0:10:05,10.08,2022,9:08:41,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,28.4,4.129213414
2022-09-20_RM_MAG_Clean.xlsx.4,NA,NA,RM,Subord,CZ,2006-01-01,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T09:37:07Z,2022-09-20T09:47:17Z,0:10:10,10.17,2022,9:37:07,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,16.7,1.010378896
2022-09-20_RM_MAG_Clean.xlsx.5,NA,NA,RM,Subord,FG,2009-02-18,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T09:58:29Z,2022-09-20T10:08:35Z,0:10:06,10.1,2022,9:58:29,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,13.6,0.184021033
2022-09-20_RM_MAG_Clean.xlsx.6,NA,NA,RM,Subord,LO,2011-01-01,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T10:19:50Z,2022-09-20T10:29:55Z,0:10:05,10.08,2022,10:19:50,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,11.7,-0.322456367
2022-09-20_RM_MAG_Clean.xlsx.7,NA,NA,RM,Subord,HE,2014-04-28,2022-09-20,2022-09-20_RM_MAG_Clean.xlsx,WET,2022-09-20T11:04:43Z,2022-09-20T11:14:59Z,0:10:16,10.27,2022,11:04:43,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.4,-1.202127642
2022-09-20_RM_SRM_Clean.xlsx.1,NA,NA,RM,Subord,CZ,2006-01-01,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T05:59:37Z,2022-09-20T06:09:56Z,0:10:19,10.32,2022,5:59:37,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,16.7,1.010378896
2022-09-20_RM_SRM_Clean.xlsx.2,B,UW,RM,Subord,HE,2014-04-28,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T06:57:20Z,2022-09-20T07:07:36Z,0:10:16,10.27,2022,6:57:20,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.4,-1.202127642
2022-09-20_RM_SRM_Clean.xlsx.3,NA,NA,RM,Subord,FG,2009-02-18,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T07:27:53Z,2022-09-20T07:37:55Z,0:10:02,10.03,2022,7:27:53,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,13.6,0.184021033
2022-09-20_RM_SRM_Clean.xlsx.4,NA,NA,RM,Subord,LE,1994-05-01,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T08:07:23Z,2022-09-20T08:17:25Z,0:10:02,10.03,2022,8:07:23,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,28.4,4.129213414
2022-09-20_RM_SRM_Clean.xlsx.5,NA,NA,RM,Subord,LO,2011-01-01,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T09:02:48Z,2022-09-20T09:12:52Z,0:10:04,10.07,2022,9:02:48,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,11.7,-0.322456367
2022-09-20_RM_SRM_Clean.xlsx.6,NA,NA,RM,Alpha,KO,2009-01-01,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T09:36:04Z,2022-09-20T09:46:03Z,0:09:59,9.98,2022,9:36:04,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,13.7,0.210677738
2022-09-20_RM_SRM_Clean.xlsx.7,NA,NA,RM,Subord,FI,2014-08-25,2022-09-20,2022-09-20_RM_SRM_Clean.xlsx,WET,2022-09-20T10:06:34Z,2022-09-20T10:16:34Z,0:10:00,10,2022,10:06:34,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.1,-1.282097757
2022-09-20_RM_WTA_Clean.xlsx.1,NA,NA,RM,Alpha,KO,2009-01-01,2022-09-20,2022-09-20_RM_WTA_Clean.xlsx,WET,2022-09-20T12:21:00Z,2022-09-20T12:31:13Z,0:10:13,10.22,2022,12:21:00,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,13.7,0.210677738
2022-09-20_RM_WTA_Clean.xlsx.2,NA,NA,RM,Subord,FI,2014-08-25,2022-09-20,2022-09-20_RM_WTA_Clean.xlsx,WET,2022-09-20T12:58:16Z,2022-09-20T13:08:26Z,0:10:10,10.17,2022,12:58:16,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.1,-1.282097757
2022-09-20_RM_WTA_Clean.xlsx.3,NA,NA,RM,Subord,CZ,2006-01-01,2022-09-20,2022-09-20_RM_WTA_Clean.xlsx,WET,2022-09-20T13:17:27Z,2022-09-20T13:27:55Z,0:10:28,10.47,2022,13:17:27,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,16.7,1.010378896
2022-09-20_RM_WTA_Clean.xlsx.4,NA,NA,RM,Subord,HE,2014-04-28,2022-09-20,2022-09-20_RM_WTA_Clean.xlsx,WET,2022-09-20T13:40:14Z,2022-09-20T13:50:30Z,0:10:16,10.27,2022,13:40:14,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.4,-1.202127642
2022-09-20_RM_WTA_Clean.xlsx.5,NA,NA,RM,Subord,LO,2011-01-01,2022-09-20,2022-09-20_RM_WTA_Clean.xlsx,WET,2022-09-20T14:00:49Z,2022-09-20T14:10:49Z,0:10:00,10,2022,14:00:49,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,11.7,-0.322456367
2022-09-20_RM_WTA_Clean.xlsx.6,NA,NA,RM,Subord,FI,2014-08-25,2022-09-20,2022-09-20_RM_WTA_Clean.xlsx,WET,2022-09-20T14:21:16Z,2022-09-20T14:31:21Z,0:10:05,10.08,2022,14:21:16,3.8,14.82,26.1,23.1,24.6,2.210092068,-1.45101597,0.067636005,8.1,-1.282097757
2022-09-22_GN_RSB_Clean.xlsx.1,NA,NA,GN,Subord,EC,2009-01-01,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T07:00:14Z,2022-09-22T07:10:18Z,0:10:04,10.07,2022,7:00:14,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,13.7,0.210677738
2022-09-22_GN_RSB_Clean.xlsx.2,NA,NA,GN,Subord,TD,2012-10-23,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T07:27:09Z,2022-09-22T07:37:02Z,0:09:53,9.88,2022,7:27:09,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,9.9,-0.802277062
2022-09-22_GN_RSB_Clean.xlsx.3,NA,NA,GN,Alpha,DD,2008-01-01,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T07:47:14Z,2022-09-22T07:57:05Z,0:09:51,9.85,2022,7:47:14,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,14.7,0.477244791
2022-09-22_GN_RSB_Clean.xlsx.4,NA,NA,GN,Subord,EC,2009-01-01,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T08:11:14Z,2022-09-22T08:21:57Z,0:10:43,10.72,2022,8:11:14,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,13.7,0.210677738
2022-09-22_GN_RSB_Clean.xlsx.5,NA,NA,GN,Subord,TD,2012-10-23,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T08:32:50Z,2022-09-22T08:42:38Z,0:09:48,9.8,2022,8:32:50,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,9.9,-0.802277062
2022-09-22_GN_RSB_Clean.xlsx.6,NA,NA,GN,Alpha,DD,2008-01-01,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T08:53:16Z,2022-09-22T09:03:20Z,0:10:04,10.07,2022,8:53:16,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,14.7,0.477244791
2022-09-22_GN_RSB_Clean.xlsx.7,B,UW,GN,Alpha,DD,2008-01-01,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T09:18:52Z,2022-09-22T09:29:29Z,0:10:37,10.62,2022,9:18:52,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,14.7,0.477244791
2022-09-22_GN_RSB_Clean.xlsx.8,NA,NA,GN,Subord,TD,2012-10-23,2022-09-22,2022-09-22_GN_RSB_Clean.xlsx,WET,2022-09-22T10:25:45Z,2022-09-22T10:35:44Z,0:09:59,9.98,2022,10:25:45,10.8,15.36,25.7,23.3,24.5,2.320665376,-1.505746091,0.866930079,9.9,-0.802277062
