Date,Focal_uniqueID,Filename,Male,DOB,Rank,Group,Observer,Focal_duration,UW_behav,Seasonality,Age
2022-11-10,2022-11-10_RM_MAG-5,2022-11-10_RM_MAG_Clean.xlsx,KO,2009-01-01,alpha,RM,MAG,0:10:15,NA,7.5,13.9
2022-11-10,2022-11-10_RM_MAG-6,2022-11-10_RM_MAG_Clean.xlsx,HE,2014-04-28,sub,RM,MAG,0:10:09,NA,7.5,8.5
2022-11-10,2022-11-10_RM_MAG-7,2022-11-10_RM_MAG_Clean.xlsx,LO,2011-01-01,sub,RM,MAG,0:10:01,NA,7.5,11.9
2022-11-10,2022-11-11_RM_SRM-1,2022-11-11_RM_SRM_Clean.xlsx,FG,2009-02-18,sub,RM,SRM,0:09:39,NA,7.5,13.7
2022-11-10,2022-11-11_RM_SRM-2,2022-11-11_RM_SRM_Clean.xlsx,HE,2014-04-28,sub,RM,SRM,0:09:53,NA,7.5,8.5
2022-11-11,2022-11-11_RM_SRM-3,2022-11-11_RM_SRM_Clean.xlsx,CZ,2006-01-01,sub,RM,SRM,0:10:00,NA,7.79,16.9
2022-11-11,2022-11-11_RM_SRM-4,2022-11-11_RM_SRM_Clean.xlsx,FI,2014-08-25,sub,RM,SRM,0:10:00,NA,7.79,8.2
2022-11-11,2022-11-11_RM_SRM-5,2022-11-11_RM_SRM_Clean.xlsx,KO,2009-01-01,alpha,RM,SRM,0:10:01,NA,7.79,13.9
2022-11-11,2022-11-11_RM_SRM-6,2022-11-11_RM_SRM_Clean.xlsx,LO,2011-01-01,sub,RM,SRM,0:10:00,NA,7.79,11.9
2022-11-11,2022-11-11_RM_SRM-7,2022-11-11_RM_SRM_Clean.xlsx,LE,1994-05-01,sub,RM,SRM,0:09:59,NA,7.79,28.5
2022-11-14,2022-11-14_BC_RJM-1,2022-11-14_BC_RJM_Clean.xlsx,ES,2013-03-15,alpha,BC,RJM,0:09:27,NA,10.18,9.7
2022-11-14,2022-11-14_BC_RJM-2,2022-11-14_BC_RJM_Clean.xlsx,ES,2013-03-15,alpha,BC,RJM,0:10:08,NA,10.18,9.7
2022-11-14,2022-11-14_BC_RJM-3,2022-11-14_BC_RJM_Clean.xlsx,ES,2013-03-15,alpha,BC,RJM,0:10:10,NA,10.18,9.7
2022-11-14,2022-11-14_BC_RJM-4,2022-11-14_BC_RJM_Clean.xlsx,ES,2013-03-15,alpha,BC,RJM,0:10:18,NA,10.18,9.7
2022-11-14,2022-11-14_BC_RJM-5,2022-11-14_BC_RJM_Clean.xlsx,ES,2013-03-15,alpha,BC,RJM,0:10:02,NA,10.18,9.7
2022-11-14,2022-11-14_BC_SRM-1,2022-11-14_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:56,NA,10.18,9.7
2022-11-14,2022-11-14_BC_SRM-2,2022-11-14_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:01,NA,10.18,9.7
2022-11-14,2022-11-14_BC_SRM-3,2022-11-14_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:09:59,NA,10.18,9.7
2022-11-14,2022-11-14_BC_SRM-4,2022-11-14_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:01,NA,10.18,9.7
2022-11-14,2022-11-14_BC_SRM-4,2022-11-14_BC_SRM_Clean.xlsx,ES,2013-03-15,alpha,BC,SRM,0:10:01,UW,10.18,9.7
2022-11-14,2022-11-14_BC_WTA-1,2022-11-14_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:15,NA,10.18,9.7
2022-11-14,2022-11-14_BC_WTA-2,2022-11-14_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:13,NA,10.18,9.7
2022-11-14,2022-11-14_BC_WTA-3,2022-11-14_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:01,NA,10.18,9.7
2022-11-14,2022-11-14_BC_WTA-4,2022-11-14_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:09:40,NA,10.18,9.7
2022-11-14,2022-11-15_AD_RSB-1,2022-11-15_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:10:05,NA,10.18,12.2
2022-11-14,2022-11-15_AD_RSB-2,2022-11-15_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:09:56,NA,10.18,9
2022-11-14,2022-11-15_AD_RSB-3,2022-11-15_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:03,NA,10.18,13.9
2022-11-15,2022-11-15_AD_RSB-10,2022-11-15_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:03,NA,9.85,11.5
2022-11-15,2022-11-15_AD_RSB-11,2022-11-15_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:09:17,NA,9.85,9
2022-11-15,2022-11-15_AD_RSB-12,2022-11-15_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:11,NA,9.85,13.9
2022-11-15,2022-11-15_AD_RSB-4,2022-11-15_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:09:49,NA,9.85,11.5
2022-11-15,2022-11-15_AD_RSB-5,2022-11-15_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:09:59,NA,9.85,12.2
2022-11-15,2022-11-15_AD_RSB-6,2022-11-15_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:09:53,NA,9.85,13.9
2022-11-15,2022-11-15_AD_RSB-7,2022-11-15_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:09:51,NA,9.85,9
2022-11-15,2022-11-15_AD_RSB-8,2022-11-15_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:09:35,NA,9.85,11.5
2022-11-15,2022-11-15_AD_RSB-9,2022-11-15_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:09:14,NA,9.85,12.2
2022-11-16,2022-11-16_GN_WTA-1,2022-11-16_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:08:10,NA,9.34,13.9
2022-11-16,2022-11-16_GN_WTA-10,2022-11-16_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:13,NA,9.34,14.9
2022-11-16,2022-11-16_GN_WTA-2,2022-11-16_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:12,NA,9.34,13.9
2022-11-16,2022-11-16_GN_WTA-3,2022-11-16_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:14,NA,9.34,14.9
2022-11-16,2022-11-16_GN_WTA-4,2022-11-16_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:17,NA,9.34,10.1
2022-11-16,2022-11-16_GN_WTA-5,2022-11-16_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:13,NA,9.34,10.1
2022-11-16,2022-11-16_GN_WTA-6,2022-11-16_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:41,NA,9.34,13.9
2022-11-16,2022-11-16_GN_WTA-7,2022-11-16_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:03,NA,9.34,14.9
2022-11-16,2022-11-16_GN_WTA-8,2022-11-16_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:12:34,NA,9.34,13.9
2022-11-16,2022-11-16_GN_WTA-9,2022-11-16_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:38,NA,9.34,10.1
2022-11-16,2022-11-17_GN_WTA-1,2022-11-17_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:09,NA,9.34,14.9
2022-11-17,2022-11-17_GN_WTA-10,2022-11-17_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:17,NA,8.01,14.9
2022-11-17,2022-11-17_GN_WTA-2,2022-11-17_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:06:30,NA,8.01,13.9
2022-11-17,2022-11-17_GN_WTA-3,2022-11-17_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:15,NA,8.01,13.9
2022-11-17,2022-11-17_GN_WTA-4,2022-11-17_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:10,NA,8.01,10.1
2022-11-17,2022-11-17_GN_WTA-5,2022-11-17_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:09,NA,8.01,10.1
2022-11-17,2022-11-17_GN_WTA-6,2022-11-17_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:09:58,NA,8.01,13.9
2022-11-17,2022-11-17_GN_WTA-7,2022-11-17_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:14,NA,8.01,10.1
2022-11-17,2022-11-17_GN_WTA-8,2022-11-17_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:19,NA,8.01,10.1
2022-11-17,2022-11-17_GN_WTA-9,2022-11-17_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:09,NA,8.01,13.9
2022-11-21,2022-11-22_GN_MAG-1,2022-11-22_GN_MAG_Clean.xlsx,DD,2008-01-01,alpha,GN,MAG,0:10:04,NA,7.76,14.9
2022-11-21,2022-11-22_GN_MAG-2,2022-11-22_GN_MAG_Clean.xlsx,EC,2009-01-01,sub,GN,MAG,0:10:02,NA,7.76,13.9
2022-11-22,2022-11-22_GN_MAG-3,2022-11-22_GN_MAG_Clean.xlsx,TD,2012-10-23,sub,GN,MAG,0:09:59,NA,7.77,10.1
2022-11-22,2022-11-22_GN_MAG-4,2022-11-22_GN_MAG_Clean.xlsx,EC,2009-01-01,sub,GN,MAG,0:10:11,NA,7.77,13.9
2022-11-22,2022-11-22_GN_MAG-5,2022-11-22_GN_MAG_Clean.xlsx,TD,2012-10-23,sub,GN,MAG,0:10:12,NA,7.77,10.1
2022-11-22,2022-11-22_GN_MAG-6,2022-11-22_GN_MAG_Clean.xlsx,DD,2008-01-01,alpha,GN,MAG,0:10:03,NA,7.77,14.9
2022-11-22,2022-11-22_GN_MAG-7,2022-11-22_GN_MAG_Clean.xlsx,EC,2009-01-01,sub,GN,MAG,0:10:04,NA,7.77,13.9
2022-11-22,2022-11-22_GN_MAG-8,2022-11-22_GN_MAG_Clean.xlsx,TD,2012-10-23,sub,GN,MAG,0:10:48,NA,7.77,10.1
2022-11-22,2022-11-22_GN_MAG-9,2022-11-22_GN_MAG_Clean.xlsx,DD,2008-01-01,alpha,GN,MAG,0:10:14,NA,7.77,14.9
2022-11-24,2022-11-24_LV_MAG-1,2022-11-24_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,0:10:05,NA,7.65,19.9
2022-11-24,2022-11-24_LV_MAG-2,2022-11-24_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,0:10:04,NA,7.65,15.6
2022-11-24,2022-11-24_LV_MAG-3,2022-11-24_LV_MAG_Clean.xlsx,PW,2006-01-01,sub,LV,MAG,0:10:00,NA,7.65,16.9
2022-11-24,2022-11-24_LV_MAG-4,2022-11-24_LV_MAG_Clean.xlsx,SB,2014-12-02,sub,LV,MAG,0:09:59,NA,7.65,8
2022-11-24,2022-11-24_LV_MAG-5,2022-11-24_LV_MAG_Clean.xlsx,BY,2003-01-01,alpha,LV,MAG,0:09:57,NA,7.65,19.9
2022-11-24,2022-11-24_LV_MAG-6,2022-11-24_LV_MAG_Clean.xlsx,HG,2007-04-12,sub,LV,MAG,0:09:57,NA,7.65,15.6
2022-11-24,2022-11-24_LV_MAG-7,2022-11-24_LV_MAG_Clean.xlsx,PW,2006-01-01,sub,LV,MAG,0:09:37,NA,7.65,16.9
2022-11-24,2022-11-24_LV_MAG-8,2022-11-24_LV_MAG_Clean.xlsx,SB,2014-12-02,sub,LV,MAG,0:10:01,NA,7.65,8
2022-11-24,2022-11-25_RM_WTA-1,2022-11-25_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,0:12:31,NA,7.65,13.9
2022-11-24,2022-11-25_RM_WTA-1,2022-11-25_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,0:12:31,UW,7.65,13.9
2022-11-24,2022-11-25_RM_WTA-2,2022-11-25_RM_WTA_Clean.xlsx,LE,1994-05-01,sub,RM,WTA,0:10:02,NA,7.65,28.6
2022-11-25,2022-11-25_RM_WTA-10,2022-11-25_RM_WTA_Clean.xlsx,LE,1994-05-01,sub,RM,WTA,0:10:56,NA,7.63,28.6
2022-11-25,2022-11-25_RM_WTA-11,2022-11-25_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,0:17:42,NA,7.63,11.9
2022-11-25,2022-11-25_RM_WTA-12,2022-11-25_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,0:13:25,NA,7.63,8.6
2022-11-25,2022-11-25_RM_WTA-13,2022-11-25_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,0:19:43,NA,7.63,8.3
2022-11-25,2022-11-25_RM_WTA-14,2022-11-25_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,0:18:20,NA,7.63,13.8
2022-11-25,2022-11-25_RM_WTA-15,2022-11-25_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,0:16:15,NA,7.63,16.9
2022-11-25,2022-11-25_RM_WTA-16,2022-11-25_RM_WTA_Clean.xlsx,KO,2009-01-01,alpha,RM,WTA,0:17:56,NA,7.63,13.9
2022-11-25,2022-11-25_RM_WTA-3,2022-11-25_RM_WTA_Clean.xlsx,CZ,2006-01-01,sub,RM,WTA,0:09:58,NA,7.63,16.9
2022-11-25,2022-11-25_RM_WTA-4,2022-11-25_RM_WTA_Clean.xlsx,FI,2014-08-25,sub,RM,WTA,0:10:10,NA,7.63,8.3
2022-11-25,2022-11-25_RM_WTA-5,2022-11-25_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,0:06:35,NA,7.63,11.9
2022-11-25,2022-11-25_RM_WTA-7,2022-11-25_RM_WTA_Clean.xlsx,HE,2014-04-28,sub,RM,WTA,0:09:07,NA,7.63,8.6
2022-11-25,2022-11-25_RM_WTA-8,2022-11-25_RM_WTA_Clean.xlsx,FG,2009-02-18,sub,RM,WTA,0:09:49,NA,7.63,13.8
2022-11-25,2022-11-25_RM_WTA-9,2022-11-25_RM_WTA_Clean.xlsx,LO,2011-01-01,sub,RM,WTA,0:06:34,NA,7.63,11.9
2022-11-28,2022-11-28_GN_MAG-1,2022-11-28_GN_MAG_Clean.xlsx,DD,2008-01-01,alpha,GN,MAG,0:09:50,NA,9.99,14.9
2022-11-28,2022-11-28_GN_MAG-2,2022-11-28_GN_MAG_Clean.xlsx,EC,2009-01-01,sub,GN,MAG,0:10:06,NA,9.99,13.9
2022-11-28,2022-11-28_GN_MAG-3,2022-11-28_GN_MAG_Clean.xlsx,DD,2008-01-01,alpha,GN,MAG,0:10:06,NA,9.99,14.9
2022-11-28,2022-11-28_GN_MAG-4,2022-11-28_GN_MAG_Clean.xlsx,EC,2009-01-01,sub,GN,MAG,0:09:59,NA,9.99,13.9
2022-11-28,2022-11-28_GN_WTA-1,2022-11-28_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:10,NA,9.99,13.9
2022-11-28,2022-11-28_GN_WTA-1,2022-11-28_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:10,UW,9.99,13.9
2022-11-28,2022-11-28_GN_WTA-2,2022-11-28_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:11,NA,9.99,10.1
2022-11-28,2022-11-28_GN_WTA-3,2022-11-28_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:03,NA,9.99,13.9
2022-11-28,2022-11-28_GN_WTA-4,2022-11-28_GN_WTA_Clean.xlsx,TD,2012-10-23,sub,GN,WTA,0:10:12,NA,9.99,10.1
2022-11-28,2022-11-28_GN_WTA-5,2022-11-28_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:07,NA,9.99,14.9
2022-11-28,2022-11-28_GN_WTA-6,2022-11-28_GN_WTA_Clean.xlsx,EC,2009-01-01,sub,GN,WTA,0:10:14,NA,9.99,13.9
2022-11-28,2022-11-28_GN_WTA-7,2022-11-28_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:09:53,NA,9.99,14.9
2022-11-28,2022-11-28_GN_WTA-7,2022-11-28_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:09:53,UW,9.99,14.9
2022-11-28,2022-11-28_GN_WTA-8,2022-11-28_GN_WTA_Clean.xlsx,DD,2008-01-01,alpha,GN,WTA,0:10:25,NA,9.99,14.9
2022-11-28,2022-11-29_GN_SRM-1,2022-11-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:01,NA,9.99,10.1
2022-11-29,2022-11-29_GN_RSB-1,2022-11-29_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:09:40,NA,10.02,14.9
2022-11-29,2022-11-29_GN_RSB-2,2022-11-29_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:09:59,NA,10.02,13.9
2022-11-29,2022-11-29_GN_RSB-3,2022-11-29_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:09:51,NA,10.02,10.1
2022-11-29,2022-11-29_GN_RSB-4,2022-11-29_GN_RSB_Clean.xlsx,TD,2012-10-23,sub,GN,RSB,0:09:05,NA,10.02,10.1
2022-11-29,2022-11-29_GN_RSB-5,2022-11-29_GN_RSB_Clean.xlsx,EC,2009-01-01,sub,GN,RSB,0:09:24,NA,10.02,13.9
2022-11-29,2022-11-29_GN_RSB-6,2022-11-29_GN_RSB_Clean.xlsx,DD,2008-01-01,alpha,GN,RSB,0:09:54,NA,10.02,14.9
2022-11-29,2022-11-29_GN_SRM-2,2022-11-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:00,NA,10.02,14.9
2022-11-29,2022-11-29_GN_SRM-3,2022-11-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:09:59,NA,10.02,13.9
2022-11-29,2022-11-29_GN_SRM-4,2022-11-29_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:10:10,NA,10.02,10.1
2022-11-29,2022-11-29_GN_SRM-5,2022-11-29_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:13,NA,10.02,14.9
2022-11-29,2022-11-29_GN_SRM-6,2022-11-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:08:07,NA,10.02,13.9
2022-11-29,2022-11-29_GN_SRM-7,2022-11-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:25,NA,10.02,13.9
2022-11-29,2022-11-29_GN_SRM-7,2022-11-29_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:10:25,UW,10.02,13.9
2022-11-30,2022-12-01_AD_RSB-2,2022-12-01_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:00,NA,10.03,11.5
2022-11-30,2022-12-01_AD_RSB-3,2022-12-01_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:09,NA,10.03,13.9
2022-11-30,2022-12-01_AD_RSB-4,2022-12-01_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:09:58,NA,10.03,12.3
2022-11-30,2022-12-01_AD_WTA-1,2022-12-01_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:12,NA,10.03,12.3
2022-11-30,2022-12-01_AD_WTA-2,2022-12-01_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:00,NA,10.03,13.9
2022-12-01,2022-12-01_AD_RSB-10,2022-12-01_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:10:04,NA,10.03,12.3
2022-12-01,2022-12-01_AD_RSB-11,2022-12-01_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:09:51,NA,10.03,9.1
2022-12-01,2022-12-01_AD_RSB-12,2022-12-01_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:10:11,NA,10.03,11.5
2022-12-01,2022-12-01_AD_RSB-13,2022-12-01_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:00,NA,10.03,13.9
2022-12-01,2022-12-01_AD_RSB-5,2022-12-01_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:10:01,NA,10.03,9.1
2022-12-01,2022-12-01_AD_RSB-6,2022-12-01_AD_RSB_Clean.xlsx,CG,2011-05-24,sub,AD,RSB,0:09:52,NA,10.03,11.5
2022-12-01,2022-12-01_AD_RSB-7,2022-12-01_AD_RSB_Clean.xlsx,KN,2009-01-01,sub,AD,RSB,0:10:05,NA,10.03,13.9
2022-12-01,2022-12-01_AD_RSB-8,2022-12-01_AD_RSB_Clean.xlsx,WE,2013-11-01,sub,AD,RSB,0:10:01,NA,10.03,9.1
2022-12-01,2022-12-01_AD_RSB-9,2022-12-01_AD_RSB_Clean.xlsx,BD,2010-08-20,alpha,AD,RSB,0:09:53,NA,10.03,12.3
2022-12-01,2022-12-01_AD_WTA-3,2022-12-01_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:13,NA,10.03,11.5
2022-12-01,2022-12-01_AD_WTA-4,2022-12-01_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:07,NA,10.03,9.1
2022-12-01,2022-12-01_AD_WTA-5,2022-12-01_AD_WTA_Clean.xlsx,BD,2010-08-20,alpha,AD,WTA,0:10:12,NA,10.03,12.3
2022-12-01,2022-12-01_AD_WTA-6,2022-12-01_AD_WTA_Clean.xlsx,CG,2011-05-24,sub,AD,WTA,0:10:06,NA,10.03,11.5
2022-12-01,2022-12-01_AD_WTA-7,2022-12-01_AD_WTA_Clean.xlsx,WE,2013-11-01,sub,AD,WTA,0:10:04,NA,10.03,9.1
2022-12-01,2022-12-01_AD_WTA-8,2022-12-01_AD_WTA_Clean.xlsx,KN,2009-01-01,sub,AD,WTA,0:10:05,NA,10.03,13.9
2022-12-01,2022-12-02_BC_WTA-1,2022-12-02_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:17,NA,10.03,9.7
2022-12-02,2022-12-02_BC_WTA-2,2022-12-02_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:09,NA,9.68,9.7
2022-12-02,2022-12-02_BC_WTA-3,2022-12-02_BC_WTA_Clean.xlsx,ES,2013-03-15,alpha,BC,WTA,0:10:04,NA,9.68,9.7
2022-12-06,2022-12-06_LV_SRM-1,2022-12-06_LV_SRM_Clean.xlsx,BY,2003-01-01,alpha,LV,SRM,0:07:16,NA,8.32,19.9
2022-12-06,2022-12-06_LV_SRM-2,2022-12-06_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:09:50,NA,8.32,8
2022-12-06,2022-12-06_LV_SRM-3,2022-12-06_LV_SRM_Clean.xlsx,PW,2006-01-01,sub,LV,SRM,0:10:08,NA,8.32,16.9
2022-12-06,2022-12-06_LV_SRM-4,2022-12-06_LV_SRM_Clean.xlsx,HG,2007-04-12,sub,LV,SRM,0:10:01,NA,8.32,15.7
2022-12-06,2022-12-06_LV_SRM-5,2022-12-06_LV_SRM_Clean.xlsx,SB,2014-12-02,sub,LV,SRM,0:20:03,NA,8.32,8
2022-12-06,2022-12-06_LV_SRM-6,2022-12-06_LV_SRM_Clean.xlsx,HG,2007-04-12,sub,LV,SRM,0:10:01,NA,8.32,15.7
2022-12-06,2022-12-06_LV_SRM-7,2022-12-06_LV_SRM_Clean.xlsx,BY,2003-01-01,alpha,LV,SRM,0:10:07,NA,8.32,19.9
2022-12-06,2022-12-06_LV_SRM-8,2022-12-06_LV_SRM_Clean.xlsx,PW,2006-01-01,sub,LV,SRM,0:09:58,NA,8.32,16.9
2022-12-07,2022-12-07_LV_RSB-1,2022-12-07_LV_RSB_Clean.xlsx,HG,2007-04-12,sub,LV,RSB,0:10:03,NA,7.78,15.7
2022-12-07,2022-12-07_LV_RSB-2,2022-12-07_LV_RSB_Clean.xlsx,PW,2006-01-01,sub,LV,RSB,0:09:54,NA,7.78,16.9
2022-12-07,2022-12-07_LV_RSB-3,2022-12-07_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:10:02,UW,7.78,8
2022-12-07,2022-12-07_LV_RSB-4,2022-12-07_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:09:54,NA,7.78,19.9
2022-12-07,2022-12-07_LV_RSB-5,2022-12-07_LV_RSB_Clean.xlsx,SB,2014-12-02,sub,LV,RSB,0:10:01,NA,7.78,8
2022-12-07,2022-12-07_LV_RSB-6,2022-12-07_LV_RSB_Clean.xlsx,BY,2003-01-01,alpha,LV,RSB,0:09:54,NA,7.78,19.9
2022-12-07,2022-12-07_LV_RSB-7,2022-12-07_LV_RSB_Clean.xlsx,HG,2007-04-12,sub,LV,RSB,0:09:41,NA,7.78,15.7
2022-12-09,2022-12-09_RM_RSB-1,2022-12-09_RM_RSB_Clean.xlsx,HE,2014-04-28,sub,RM,RSB,0:09:40,NA,6.4,8.6
2022-12-09,2022-12-09_RM_RSB-2,2022-12-09_RM_RSB_Clean.xlsx,CZ,2006-01-01,sub,RM,RSB,0:09:58,NA,6.4,16.9
2022-12-09,2022-12-09_RM_RSB-3,2022-12-09_RM_RSB_Clean.xlsx,FG,2009-02-18,sub,RM,RSB,0:10:03,NA,6.4,13.8
2022-12-09,2022-12-09_RM_RSB-4,2022-12-09_RM_RSB_Clean.xlsx,LO,2011-01-01,sub,RM,RSB,0:09:46,NA,6.4,11.9
2022-12-09,2022-12-09_RM_RSB-5,2022-12-09_RM_RSB_Clean.xlsx,KO,2009-01-01,alpha,RM,RSB,0:09:55,NA,6.4,13.9
2022-12-14,2022-12-14_GN_SRM-1,2022-12-14_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:09:51,NA,2.85,13.9
2022-12-14,2022-12-14_GN_SRM-2,2022-12-14_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:09:41,NA,2.85,15
2022-12-14,2022-12-14_GN_SRM-3,2022-12-14_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:09:55,NA,2.85,10.1
2022-12-14,2022-12-14_GN_SRM-4,2022-12-14_GN_SRM_Clean.xlsx,EC,2009-01-01,sub,GN,SRM,0:09:58,NA,2.85,13.9
2022-12-14,2022-12-14_GN_SRM-5,2022-12-14_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:09:59,NA,2.85,10.1
2022-12-14,2022-12-14_GN_SRM-5,2022-12-14_GN_SRM_Clean.xlsx,TD,2012-10-23,sub,GN,SRM,0:09:59,UW,2.85,10.1
2022-12-14,2022-12-14_GN_SRM-6,2022-12-14_GN_SRM_Clean.xlsx,DD,2008-01-01,alpha,GN,SRM,0:10:04,NA,2.85,15
